Method,MC,Topic,Topic_Name,Keywords,Topic_Count_in_TopicInfo,Doc_Count,Total_Citations,Avg_Citations,Mean_Year,Median_Year,Min_Year,Max_Year,Rep_TopK,Rep_PMIDs_TopK,Rep_Titles_TopK,Rep_PMID,Rep_Year,Rep_Citation_Count,Rep_Topic_Probability,Rep_Title,Rep_Abstract
VPD,39,0,therapy · eradication · treatment,therapy; eradication; treatment; triple; sequential; regimens; rate; firstline; rates; regimen,1175.0,1175,47591.0,40.503,2016.434,2017.0,2005,2025,5,27707777 | 17170018 | 22491499 | 28071659 | 17608775,Management of Helicobacter pylori infection-the Maastricht V/Florence Consensus Report. | Current concepts in the management of Helicobacter pylori infection: the Maastricht III Consensus Report. | Management of Helicobacter pylori infection--the Maastricht IV/ Florence Consensus Report. | ACG Clinical Guideline: Treatment of Helicobacter pylori Infection. | American College of Gastroenterology guideline on the management of Helicobacter pylori infection.,27707777,2016,2826,,Management of Helicobacter pylori infection-the Maastricht V/Florence Consensus Report.,"Important progress has been made in the management of Helicobacter pylori infection and in this fifth edition of the Maastricht Consensus Report, key aspects related to the clinical role of H. pylori were re-evaluated in . In the Maastricht V/Florence Consensus Conference, experts from countries examined new data related to H. pylori in five subdivided workshops: () Indications/Associations, () Diagnosis, () Treatment, () Prevention/Public Health, () H. pylori and the Gastric Microbiota. The results of the individual workshops were presented to a final consensus voting that included all participants. Recommendations are provided on the basis of the best available evidence and relevance to the management of H. pylori infection in the various clinical scenarios."
VPD,39,121,endoscopy · upper · endoscopic,endoscopy; upper; endoscopic; magnifying; nbi; gi; imaging; diagnostic; gastrointestinal; lesions,98.0,98,2589.0,26.418,2015.449,2016.0,2005,2025,5,27280384 | 22294194 | 19386303 | 34535035 | 23420575,A multicenter prospective study of the real-time use of narrow-band imaging in the diagnosis of premalignant gastric conditions and lesions. | A multicenter validation of an endoscopic classification with narrow band imaging for gastric precancerous and cancerous lesions. | Gastric mucosal pattern by using magnifying narrow-band imaging endoscopy clearly distinguishes histological and serological severity of chronic gastritis. | Endoscopic tissue sampling - Part 1: Upper gastrointestinal and hepatopancreatobiliary tracts. European Society of Gastrointestinal Endoscopy (ESGE) Guideline. | Magnifying narrow-band imaging of surface maturation in early differentiated-type gastric cancers after Helicobacter pylori eradication.,27280384,2016,236,,A multicenter prospective study of the real-time use of narrow-band imaging in the diagnosis of premalignant gastric conditions and lesions.,"BACKGROUND AND AIM: Some studies suggest that narrow-band imaging (NBI) can be more accurate at diagnosing gastric intestinal metaplasia and dysplasia than white-light endoscopy (WLE) alone. We aimed to assess the real-time diagnostic validity of high resolution endoscopy with and without NBI in the diagnosis of gastric premalignant conditions and to derive a classification for endoscopic grading of gastric intestinal metaplasia (EGGIM). METHODS: A multicenter prospective study (five centers: Portugal, Italy, Romania, UK, USA) was performed involving the systematic use of high resolution gastroscopes with image registry with and without NBI in a centralized informatics platform (available online). All users used the same NBI classification. Histologic result was considered the diagnostic gold standard. RESULTS: A total of patients and endoscopic biopsies were included. NBI globally increased diagnostic accuracy by percentage points (NBI % vs. WLE %; P < ) with no difference in the identification of Helicobacter pylori gastritis ( % vs. %). NBI increased sensitivity for the diagnosis of intestinal metaplasia significantly ( % vs. %; P < ) and for the diagnosis of dysplasia ( % vs. %). The added benefit of NBI in terms of diagnostic accuracy was greater in OLGIM III/IV than in OLGIM I/II ( percentage points vs. percentage points, respectively; P < ). The area under the curve (AUC) of the receiver operating characteristic (ROC) curve for EGGIM in the identification of extensive metaplasia was . CONCLUSIONS: In a real-time scenario, NBI demonstrates a high concordance with gastric histology, superior to WLE. Diagnostic accuracy higher than % suggests that routine use of NBI allows targeted instead of random biopsy samples. EGGIM also permits immediate grading of intestinal metaplasia without biopsies and merits further investigation."
VPD,39,122,sclerosis · ssc · systemic,ms; sclerosis; ssc; systemic; multiple; nmosd; igg; csf; controls; autoimmune,72.0,72,2022.0,28.083,2016.361,2016.0,2005,2025,5,23038741 | 17296235 | 15679702 | 18706530 | 19965522,Distinct genetic and infectious profiles in Japanese neuromyelitis optica patients according to anti-aquaporin 4 antibody status. | Helicobacter pylori infection is a potential protective factor against conventional multiple sclerosis in the Japanese population. | Association between Helicobacter pylori infection and acute inflammatory demyelinating polyradiculoneuropathy. | Systemic sclerosis and infections. | Association of anti-Helicobacter pylori neutrophil-activating protein antibody response with anti-aquaporin-4 autoimmunity in Japanese patients with multiple sclerosis and neuromyelitis optica.,23038741,2012,134,,Distinct genetic and infectious profiles in Japanese neuromyelitis optica patients according to anti-aquaporin 4 antibody status.,"OBJECTIVE: To clarify whether genetic and common infectious backgrounds are distinct, according to anti-aquaporin (AQP4) antibody status in Japanese patients with neuromyelitis optica (NMO). METHODS: We analysed human leucocyte antigen (HLA)-DRB1 and HLA-DPB1 alleles, and IgG antibodies against Helicobacter pylori, Chlamydia pneumoniae, varicella zoster virus and Epstein-Barr virus nuclear antigen (EBNA) in patients with NMO, including patients with neuromyelitis optica spectrum disorder (NMOSD), multiple sclerosis (MS) patients and unrelated healthy controls. NMO/NMOSD patients were seropositive for AQP4 antibody while were seronegative. RESULTS: Compared with healthy controls, NMO/NMOSD patients showed a significantly lower frequency of DRB1* and significantly higher frequencies of DRB1* and DPB1*, which conferred susceptibility to anti-AQP4 antibody positive NMO/NMOSD, but not antibody negative NMO/NMOSD. DRB1* was a common protective allele, irrespective of the presence or absence of anti-AQP4 antibody. Anti-H pylori and anti-C pneumoniae antibodies were more commonly detected in anti-AQP4 antibody positive NMO/NMOSD patients than healthy controls. Antibody negative NMO/NMOSD patients did not differ from healthy controls regarding the presence of these antibodies. The presence or absence of antibodies against varicella zoster virus and EBNA did not vary among the groups. The frequencies of antibodies against these four pathogens were not significantly different between MS patients and healthy controls. CONCLUSIONS: Our results suggest that HLA-DRB1* and DPB1* alleles and H pylori and Chlamydia pneumonia infection are risk factors only for anti-AQP4 antibody positive NMO/NMOSD but not for anti-AQP4 antibody negative NMO/NMOSD."
VPD,39,123,glaucoma · serous · csc,glaucoma; serous; csc; chorioretinopathy; poag; central; cscr; aau; retinal; openangle,60.0,60,1239.0,20.65,2015.45,2015.0,2005,2025,5,26710181 | 26691378 | 16703546 | 26258610 | 18414109,RISK FACTORS FOR CENTRAL SEROUS CHORIORETINOPATHY: A Systematic Review and Meta-Analysis. | Interventions for central serous chorioretinopathy: a network meta-analysis. | Central serous chorioretinopathy and Helicobacter pylori. | The Relationship Between Helicobacter pylori Infection and Open-Angle Glaucoma: A Meta-Analysis. | No association between Helicobacter pylori infection or CagA-bearing strains and glaucoma.,26710181,2015,197,,RISK FACTORS FOR CENTRAL SEROUS CHORIORETINOPATHY: A Systematic Review and Meta-Analysis.,"PURPOSE: Central serous chorioretinopathy (CSC) is a common retina disease and has a relative high recurrence rate, etiology, and pathogenesis of which remains ambiguous. The systematic review and meta-analysis aimed to measure risk factors for CSC in a quantitative method, providing some precautions and interventions on this disease and preventing further recurrences. METHODS: A comprehensive literature review relating to risk factors for CSC through PubMed, Embase, Cochrane Library, China National Knowledge Infrastructure (CNKI), and VIP databases was conducted before March . Odds ratio (OR) with % confidence interval (CI) was calculated after data combination to assess the associations between risk factors and CSC. RESULTS: A total of patients in studies were included and risk factors with significant differences found between CSC and control groups were listed as follows: hypertension (OR = ; % CI: -), Helicobacter pylori (H. pylori) infection (OR = ; % CI: -), steroid usage (OR = ; % CI: -), sleeping disturbance (OR = ; % CI: -), autoimmune disease (OR=; % CI: -), psychopharmacologic medication use (OR = ; % CI: -), and Type-A behavior (OR = ; % CI: -). CONCLUSION: The authors concluded that hypertension, H. pylori infection, steroid usage, sleeping disturbance, autoimmune disease, psychopharmacologic medication use, and Type-A behavior were possible risk factors relating to the occurrence of CSC."
VPD,39,124,peptides · peptide · antimicrobial,peptides; peptide; antimicrobial; activity; against; hpa3; cathelicidin; antiadhesive; hpa3nt3; amps,88.0,88,2396.0,27.227,2015.386,2015.0,2005,2025,5,17961502 | 15848292 | 30440101 | 31138331 | 25534805,"Amphipathic alpha-helical peptide, HP (2-20), and its analogues derived from Helicobacter pylori: pore formation mechanism in various lipid compositions. | Antimicrobial peptides are among the antagonistic metabolites produced by Bifidobacterium against Helicobacter pylori. | Review of antimicrobial peptides with anti-Helicobacter pylori activity. | Epinecidin-1, a highly potent marine antimicrobial peptide with anticancer and immunomodulatory activities. | Enemy attraction: bacterial agonists for leukocyte chemotaxis receptors.",17961502,2007,119,,"Amphipathic alpha-helical peptide, HP (2-20), and its analogues derived from Helicobacter pylori: pore formation mechanism in various lipid compositions.","In a previous study, we determined that HP(-) (residues - of parental HP derived from the N-terminus of Helicobacter pylori Ribosomal Protein L1) and its analogue, HPA3, exhibit broad-spectrum antimicrobial activity. The primary objective of the present study was to gain insight into the relevant mechanisms of action using analogues of HP(-) together with model liposomes of various lipid compositions and electron microscopy. We determined that these analogues, HPA3 and HPA3NT3, exert potent antibacterial effects in low-salt buffer and antifungal activity against chitin-containing fungi, while having little or no hemolytic activity or cytotoxicity against mammalian cell lines. Our examination of the interaction of HP(-) and its analogues with liposomes showed that the peptides disturb both neutral and negatively-charged membranes, as demonstrated by the release of encapsulated fluorescent markers. The release of fluorescent markers induced by HP(-) and its analogues was inversely related to marker size. The pore created by HP(-) shows that the radius is approximately nm, whereas HPA3, HPA3NT3, and melittin have apparent radii between and nm. Finally, as shown by electron microscopy, the liposomes and various microbial cells treated with HPA3 and HPA3NT3 showed oligomerization and blebbing similar to that seen with melittin, while HP(-) exhibited flabbiness. These results suggest that HP(-) may exert its antibiotic effects through a small pore (about nm), whereas HPA3 and HPA3NT3 formed pores of a size consistent with those formed by melittin."
VPD,39,125,autophagy · autophagic · cells,autophagy; autophagic; cells; intracellular; autophagyrelated; lysosomal; vaca; atg16l1; autophagosomes; apoptosis,71.0,71,3141.0,44.239,2018.93,2019.0,2008,2025,5,22333951 | 23245321 | 19164948 | 30472237 | 22822085,Vacuolating cytotoxin and variants in Atg16L1 that disrupt autophagy promote Helicobacter pylori infection in humans. | Reactive oxygen species-induced autophagic degradation of Helicobacter pylori CagA is specifically suppressed in cancer stem-like cells. | Effect of Helicobacter pylori's vacuolating cytotoxin on the autophagy pathway in gastric epithelial cells. | Autophagy and its role in gastric cancer. | Low-density lipoprotein receptor-related protein-1 (LRP1) mediates autophagy and apoptosis caused by Helicobacter pylori VacA.,22333951,2012,239,,Vacuolating cytotoxin and variants in Atg16L1 that disrupt autophagy promote Helicobacter pylori infection in humans.,"BACKGROUND & AIMS: The Helicobacter pylori toxin vacuolating cytotoxin (VacA) promotes gastric colonization, and its presence (VacA(+)) is associated with more-severe disease. The exact mechanisms by which VacA contributes to infection are unclear. We previously found that limited exposure to VacA induces autophagy of gastric cells, which eliminates the toxin; we investigated whether autophagy serves as a defense mechanism against H pylori infection. METHODS: We investigated the effect of VacA on autophagy in human gastric epithelial cells and primary gastric cells from mice. Expression of p62, a marker of autophagy, was also assessed in gastric tissues from patients infected with toxigenic (VacA(+)) or nontoxigenic strains. We analyzed the effect of VacA on autophagy in peripheral blood monocytes obtained from subjects with different genotypes of ATG16L1, which regulates autophagy. We performed genotyping for ATG16L1 in cohorts of infected and uninfected subjects. RESULTS: Prolonged exposure of human gastric epithelial cells and mouse gastric cells to VacA disrupted induction of autophagy in response to the toxin, because the cells lacked cathepsin D in autophagosomes. Loss of autophagy resulted in the accumulation of p62 and reactive oxygen species. Gastric biopsy samples from patients infected with VacA(+), but not nontoxigenic strains of H pylori, had increased levels of p62. Peripheral blood monocytes isolated from individuals with polymorphisms in ATG16L1 that increase susceptibility to Crohn's disease had reduced induction of autophagy in response to VacA(+) compared to cells from individuals that did not have these polymorphisms. The presence of the ATG16L1 Crohn's disease risk variant increased susceptibility to H pylori infection in separate cohorts. CONCLUSIONS: Autophagy protects against infection with H pylori; the toxin VacA disrupts autophagy to promote infection, which could contribute to inflammation and eventual carcinogenesis."
VPD,39,126,tlr4 · tolllike · tlr2,tlr4; tolllike; tlr2; tlrs; tlr5; tlr; myd88; lps; receptor; receptors,89.0,89,4735.0,53.202,2014.124,2015.0,2005,2025,5,16044857 | 19272387 | 18176605 | 23437218 | 16021603,"Toll-like receptors TLR4, TLR5 and TLR9 on gastric carcinoma cells: an implication for interaction with Helicobacter pylori. | Extracellular and intracellular pattern recognition receptors cooperate in the recognition of Helicobacter pylori. | Role of Toll-like receptors in gastrointestinal malignancies. | Let-7b is involved in the inflammation and immune responses associated with Helicobacter pylori infection by targeting Toll-like receptor 4. | Synergistic enhancement of Toll-like receptor responses by NOD1 activation.",16044857,2005,207,,"Toll-like receptors TLR4, TLR5 and TLR9 on gastric carcinoma cells: an implication for interaction with Helicobacter pylori.","In the human stomach Toll-like receptors (TLRs) expressed by the gastric epithelium interact with Helicobacter pylori and mediate production of proinflammatory cytokines and chemokines during H. pylori infection. This results in chronic active gastritis, the background from which gastric carcinoma arises via the epithelial precursor lesions, intestinal metaplasia and dysplasia. Therefore, the question is arising whether gastric carcinoma cells are also able to interact with H. pylori. In this study, TLR4, TLR5 and TLR9 expression was investigated on tumor cells of gastric carcinoma and on its precursor lesions, intestinal metaplasia and dysplasia, by immunohistochemistry. Gastric epithelium with intestinal metaplasia (n=) and dysplasia (n=) expressed TLR4 and TLR5. TLR4 was strongly expressed by tumor cells of out of and TLR5 by tumor cells of all patients with gastric carcinoma. TLR9, however, was not detectable in intestinal metaplasia or dysplasia and only focally in out of gastric carcinomas. In contrast to H. pylori gastritis, epithelial TLR expression in intestinal metaplasia, dysplasia and gastric carcinoma was diffusely distributed without subcellular polarization as demonstrated by confocal microscopy. This is the first study describing TLR expression on tumor cells of gastric carcinoma and its precursor lesions. Expression of TLRs enables gastric carcinoma cells to interact with H. pylori. As H. pylori can induce gastric carcinoma-promoting factors, such as IL-, via epithelial TLR expression, TLR expression by gastric carcinoma cells may have a dangerous potential."
VPD,39,127,microbiome · nucleatum · cancer,microbiome; nucleatum; cancer; microbiota; gut; colorectal; crc; cancers; microbial; fusobacterium,94.0,94,5112.0,54.383,2020.351,2021.0,2006,2025,5,26811603 | 30642137 | 16566840 | 32695120 | 26730578,"Gut microbiota imbalance and colorectal cancer. | Role of Oral Microbiota in Cancer Development. | Bacteria and cancer: cause, coincidence or cure? A review. | The NF-κB Signaling Pathway, the Microbiota, and Gastrointestinal Tumorigenesis: Recent Advances. | Epidemiologic studies of the human microbiome and cancer.",26811603,2016,780,,Gut microbiota imbalance and colorectal cancer.,"The gut microbiota acts as a real organ. The symbiotic interactions between resident micro-organisms and the digestive tract highly contribute to maintain the gut homeostasis. However, alterations to the microbiome caused by environmental changes (e.g., infection, diet and/or lifestyle) can disturb this symbiotic relationship and promote disease, such as inflammatory bowel diseases and cancer. Colorectal cancer is a complex association of tumoral cells, non-neoplastic cells and a large amount of micro-organisms, and the involvement of the microbiota in colorectal carcinogenesis is becoming increasingly clear. Indeed, many changes in the bacterial composition of the gut microbiota have been reported in colorectal cancer, suggesting a major role of dysbiosis in colorectal carcinogenesis. Some bacterial species have been identified and suspected to play a role in colorectal carcinogenesis, such as Streptococcus bovis, Helicobacter pylori, Bacteroides fragilis, Enterococcus faecalis, Clostridium septicum, Fusobacterium spp. and Escherichia coli. The potential pro-carcinogenic effects of these bacteria are now better understood. In this review, we discuss the possible links between the bacterial microbiota and colorectal carcinogenesis, focusing on dysbiosis and the potential pro-carcinogenic properties of bacteria, such as genotoxicity and other virulence factors, inflammation, host defenses modulation, bacterial-derived metabolism, oxidative stress and anti-oxidative defenses modulation. We lastly describe how bacterial microbiota modifications could represent novel prognosis markers and/or targets for innovative therapeutic strategies."
VPD,39,128,dual · vonoprazan · therapy,dual; va; vonoprazan; therapy; amoxicillin; vonoprazanamoxicillin; mg; eradication; adverse; day,96.0,96,1928.0,20.083,2022.354,2023.0,2011,2025,5,31915235 | 31434101 | 32314468 | 36729890 | 32666199,"Seven-day vonoprazan and low-dose amoxicillin dual therapy as first-line Helicobacter pylori treatment: a multicentre randomised trial in Japan. | Dual Therapy with Vonoprazan and Amoxicillin Is as Effective as Triple Therapy with Vonoprazan, Amoxicillin and Clarithromycin for Eradication of Helicobacter pylori. | PPI-amoxicillin dual therapy for Helicobacter pylori infection: An update based on a systematic review and meta-analysis. | Ten-Day Vonoprazan-Amoxicillin Dual Therapy as a First-Line Treatment of Helicobacter pylori Infection Compared With Bismuth-Containing Quadruple Therapy. | Clinical impact of vonoprazan-based dual therapy with amoxicillin for H. pylori infection in a treatment-naïve cohort of junior high school students in Japan.",31915235,2020,212,,Seven-day vonoprazan and low-dose amoxicillin dual therapy as first-line Helicobacter pylori treatment: a multicentre randomised trial in Japan.,"OBJECTIVE: To date, no randomised trials have compared the efficacy of vonoprazan and amoxicillin dual therapy with other standard regimens for Helicobacter pylori treatment. This study aimed to investigate the efficacy of the -day vonoprazan and low-dose amoxicillin dual therapy as a first-line H. pylori treatment, and compared this with vonoprazan-based triple therapy. DESIGN: This prospective, randomised clinical trial was performed at seven Japanese institutions. Patients with H. pylori-positive culture test and naive to treatment were randomly assigned in a : ratio to either VA-dual therapy (vonoprazan mg+amoxicillin mg twice/day) or VAC-triple therapy (vonoprazan mg+amoxicillin mg+clarithromycin mg twice/day) for days, with stratification by age, sex, H. pylori antimicrobial resistance and institution. Eradication success was evaluated by 13C-urea breath test at least weeks after treatment. RESULTS: Between October and June , subjects were screened and were randomised. The eradication rates of VA-dual and VAC-triple therapies were % and % (p=) by intention-to-treat analysis, respectively, and % and % (p=) by per-protocol analysis, respectively. VA-dual was non-inferior to VAC-triple in the per-protocol analysis. The eradication rates in strains resistant to clarithromycin for VA-dual were significantly higher than those for VAC-triple (% vs %; p=). The incidence of adverse events was equal between groups. CONCLUSION: The -day vonoprazan and low-dose amoxicillin dual therapy provided acceptable H. pylori eradication rates and a similar effect to vonoprazan-based triple therapy in regions with high clarithromycin resistance. TRIAL REGISTRATION NUMBER: UMIN000034140."
VPD,39,129,metaplasia · intestinal · atrophy,im; metaplasia; intestinal; atrophy; antrum; ag; corpus; gastritis; gastric; eradication,139.0,139,4862.0,34.978,2013.813,2013.0,2005,2025,5,25547086 | 25609452 | 21282951 | 26995689 | 17991174,Diagnosis and management of high risk group for gastric cancer. | Helicobacter pylori eradication cannot reduce the risk of gastric cancer in patients with intestinal metaplasia and dysplasia: evidence from a meta-analysis. | Gastric atrophy and intestinal metaplasia before and after Helicobacter pylori eradication: a meta-analysis. | Histologic intestinal metaplasia and endoscopic atrophy are predictors of gastric cancer development after Helicobacter pylori eradication. | The long-term impact of Helicobacter pylori eradication on gastric histology: a systematic review and meta-analysis.,25547086,2014,269,,Diagnosis and management of high risk group for gastric cancer.,"Gastric cancer is associated with high morbidity and mortality worldwide. To reduce the socioeconomic burden related to gastric cancer, it is very important to identify and manage high risk group for gastric cancer. In this review, we describe the general risk factors for gastric cancer and define high risk group for gastric cancer. We discuss strategies for the effective management of patients for the prevention and early detection of gastric cancer. Atrophic gastritis (AG) and intestinal metaplasia (IM) are the most significant risk factors for gastric cancer. Therefore, the accurate selection of individuals with AG and IM may be a key strategy for the prevention and/or early detection of gastric cancer. Although endoscopic evaluation using enhanced technologies such as narrow band imaging-magnification, the serum pepsinogen test, Helicobacter pylori serology, and trefoil factor have been evaluated, a gold standard method to accurately select individuals with AG and IM has not emerged. In terms of managing patients at high risk of gastric cancer, it remains uncertain whether H. pylori eradication reverses and/or prevents the progression of AG and IM. Although endoscopic surveillance in high risk patients is expected to be beneficial, further prospective studies in large populations are needed to determine the optimal surveillance interval."
VPD,39,130,quadruple · therapy · triple,quadruple; mg; therapy; triple; eradication; group; bismuth; amoxicillin; treatment; days,112.0,112,1766.0,15.768,2014.893,2015.0,2005,2025,5,19755966 | 25703120 | 23072648 | 20883428 | 22647826,"Empiric quadruple vs. triple therapy for primary treatment of Helicobacter pylori infection: Systematic review and meta-analysis of efficacy and tolerability. | Helicobacter pylori second-line rescue therapy with levofloxacin- and bismuth-containing quadruple therapy, after failure of standard triple or non-bismuth quadruple treatments. | Helicobacter pylori eradication in Western Australia using novel quadruple therapy combinations. | Comparison of the efficacy of triple versus quadruple therapy on the eradication of Helicobacter pylori and antibiotic resistance. | Comparative study of Helicobacter pylori eradication rates with 5-day quadruple ""concomitant"" therapy and 7-day standard triple therapy.",19755966,2009,215,,Empiric quadruple vs. triple therapy for primary treatment of Helicobacter pylori infection: Systematic review and meta-analysis of efficacy and tolerability.,"OBJECTIVES: Recent treatment guidelines recommend two first-line therapies for Helicobacter pylori infection: proton pump inhibitor (PPI), bismuth, tetracycline, and metronidazole (quadruple therapy) or PPI, clarithromycin, and amoxicillin (triple therapy). We performed a systematic review and meta-analysis to compare the efficacy and tolerability of these regimens as first-line treatment of H. pylori. METHODS: A search of MEDLINE, EMBASE, Google Scholar, the Cochrane Central Register of Controlled Trials, ACP Journal Club, the Database of Abstracts of Reviews of Effectiveness, Cochrane Methodology Register, Health Technology Assessment Database, and abstracts from prominent gastrointestinal scientific meetings was carried out. Randomized controlled trials (RCTs) comparing bismuth quadruple therapy to clarithromycin triple therapy were selected for meta-analysis. Two independent reviewers extracted data, using standardized data forms. Meta-analysis was carried out with the metan command in Stata . Funnel plots and subgroup analyses were carried out. RESULTS: Nine RCTs (N=,) were included. Although dosing regimens of clarithromycin triple therapy were quite consistent between trials, dosing regimens varied considerably for bismuth quadruple therapy. Bismuth quadruple therapy achieved eradication in % of patients, whereas clarithromycin triple therapy achieved an eradication rate of % (risk ratio (RR)=, % confidence interval (CI): -). There was moderate heterogeneity and no evidence for significant publication bias. Subgroup analyses by study location, treatment duration, and study population did not account for the heterogeneity. There were no statistically significant differences in side effects yielded by quadruple vs. clarithromycin triple therapy (RR=, % CI: -). CONCLUSIONS: Quadruple and triple therapies yielded similar eradication rates as primary therapy for H. pylori infection. Both therapies yielded suboptimal eradication rates. Patient compliance and side effects are similar for quadruple and triple therapies."
VPD,39,131,screening · cancer · abc,screening; cancer; gc; abc; gastric; highrisk; risk; for; endoscopic; endoscopy,121.0,121,4640.0,38.347,2018.331,2019.0,2005,2025,5,18308253 | 25320521 | 18344316 | 29889263 | 26651251,"Screening for gastric cancer in Asia: current evidence and practice. | Gastric cancer: prevention, screening and early diagnosis. | The Japanese guidelines for gastric cancer screening. | Update version of the Japanese Guidelines for Gastric Cancer Screening. | Screening of gastric cancer in Asia.",18308253,2008,822,,Screening for gastric cancer in Asia: current evidence and practice.,"Gastric cancer is the second most common cause of death from cancer in Asia. Although surgery is the standard treatment for this disease, early detection and treatment is the only way to reduce mortality. This Review summarises the epidemiology of gastric cancer, and the evidence for, and current practices of, screening in Asia. Few Asian countries have implemented a national screening programme for gastric cancer; most have adopted opportunistic screening of high-risk individuals only. Although screening by endoscopy seems to be the most accurate method for detection of gastric cancer, the availability of endoscopic instruments and expertise for mass screening remains questionable--even in developed countries such as Japan. Therefore, barium studies or serum-pepsinogen testing are sometimes used as the initial screening tool in some countries, and patients with abnormal results are screened by endoscopy. Despite the strong link between infection with Helicobacter pylori and gastric cancer, more data are needed to define the role of its eradication in the prevention of gastric cancer in Asia. At present, there is a paucity of quality data from Asia to lend support for screening for gastric cancer."
VPD,39,132,resistance · children · metronidazole,resistance; children; metronidazole; antibiotic; clarithromycin; strains; amoxicillin; susceptibility; pediatric; rates,65.0,65,2056.0,31.631,2017.2,2019.0,2005,2025,5,20067388 | 16603633 | 21923681 | 17982716 | 21764826,Metronidazole is still the drug of choice for treatment of anaerobic infections. | Prospective multicentre study on antibiotic resistance of Helicobacter pylori strains obtained from children living in Europe. | Primary antibiotic resistance of Helicobacter pylori isolated from Beijing children. | Primary resistance in Helicobacter pylori isolated in children from Iran. | Primary antibiotic resistance of Helicobacter pylori strains isolated from Portuguese children: a prospective multicentre study over a 10 year period.,20067388,2010,620,,Metronidazole is still the drug of choice for treatment of anaerobic infections.,"Metronidazole has been used for the treatment of infections for > years and is still successfully used for the treatment of trichomoniasis, amoebiasis, and giardiasis. Anaerobic bacterial infections caused by Bacteroides species, fusobacteria, and clostridia respond favorably to metronidazole therapy. Good clinical results in the treatment of vaginosis due to Gardnerella vaginalis have also been reported. Rates of resistance to metronidazole are still generally low; however, several studies have reported decreased susceptibility among Bacteroides species, as well as different mechanisms of resistance. Metronidazole-resistant Helicobacter pylori strains have been described, but combination therapy (eg, metronidazole, amoxicillin, or clarithromycin plus omeprazole) is still recommended for eradication of this pathogen in patients with gastroduodenal ulcers. Metronidazole is considered to be a cost-effective drug because of its low cost, good activity against pathogenic anaerobic bacteria, favorable pharmacokinetic and pharmacodynamic properties, and minor adverse effects. Metronidazole is still the criterion standard for therapy of anaerobic infections, as was described by Tally and colleagues years ago."
VPD,39,133,furazolidone · quadruple · furazolidonebased,furazolidone; mg; quadruple; furazolidonebased; eradication; regimen; regimens; furazolidonecontaining; bismuth; amoxicillin,61.0,61,1052.0,17.246,2014.623,2014.0,2005,2025,5,23376004 | 29480532 | 19230048 | 17845685 | 22249086,"Efficacy of bismuth-containing quadruple therapies for clarithromycin-, metronidazole-, and fluoroquinolone-resistant Helicobacter pylori infections in a prospective study. | Furazolidone treatment for Helicobacter Pylori infection: A systematic review and meta-analysis. | Furazolidone, amoxicillin, bismuth and rabeprazole quadruple rescue therapy for the eradication of Helicobacter pylori. | Nitrofuran-based regimens for the eradication of Helicobacter pylori infection. | Furazolidone-based therapies for Helicobacter pylori infection: a pooled-data analysis.",23376004,2013,167,,"Efficacy of bismuth-containing quadruple therapies for clarithromycin-, metronidazole-, and fluoroquinolone-resistant Helicobacter pylori infections in a prospective study.","BACKGROUND & AIMS: We assessed the efficacy and safety of bismuth-containing quadruple regimens as empiric therapies for Helicobacter pylori infections in patients who did not respond to previous treatment. METHODS: We performed a prospective single-center study of patients with H pylori infection that was not eradicated by previous therapies. Patients were assigned randomly to groups given lansoprazole ( mg twice daily) and bismuth potassium citrate ( mg twice daily), along with mg tetracycline and mg metronidazole times daily (LBTM), mg tetracycline and mg furazolidone times daily (LBTF), mg amoxicillin times and mg tetracycline times daily (LBAT), or mg amoxicillin and mg furazolidone times daily (LBAF). Eradication was assessed by a ()C-urea breath test. Antimicrobial susceptibility was assessed in patients by the agar dilution method. RESULTS: Per-protocol rates of H pylori eradication were greater than % for all regimens: % for LBTM (% confidence interval [CI], %-%), % for LBTF (% CI, %-%), % for LBAT (% CI, %-%), and % for LBAF (% CI, %-%). The intention-to-treat response rates were % for LBTM (% CI, %-%), % for LBTF (% CI, %-%), % for LBAT (% CI, %-%), and % for LBAF (% CI, %-%). Significantly more patients had infections eradicated by furazolidone-containing regimens than nonfurazolidone regimens (P = .). Side effects occurred in % of subjects and occurred significantly more frequently in the LBTM group than the other groups (vs LBTF, P = .; vs LBAT, P = .; vs LBAF, P = .). Metronidazole resistance was %; no isolates were resistant to amoxicillin, tetracycline, or furazolidone. CONCLUSIONS: Four bismuth-containing quadruple therapies achieved greater than % eradication of H pylori in patients who did not respond to previous treatment, including patients with metronidazole resistance. For patients allergic to penicillin, tetracycline and either metronidazole- or furazolidone-containing regimens are recommended. ClincialTrials.gov number, NCT01668927."
