Method,MC,Topic,Topic_Name,Keywords,Topic_Count_in_TopicInfo,Doc_Count,Total_Citations,Avg_Citations,Mean_Year,Median_Year,Min_Year,Max_Year,Rep_TopK,Rep_PMIDs_TopK,Rep_Titles_TopK,Rep_PMID,Rep_Year,Rep_Citation_Count,Rep_Topic_Probability,Rep_Title,Rep_Abstract
baseline,39,0,therapy · eradication · triple,therapy; eradication; mg; triple; quadruple; treatment; day; amoxicillin; rates; regimen,2042.0,2042,59323.0,29.051,2016.502,2017.0,2005,2025,5,28071659 | 17608775 | 20525969 | 27102658 | 21345487,"ACG Clinical Guideline: Treatment of Helicobacter pylori Infection. | American College of Gastroenterology guideline on the management of Helicobacter pylori infection. | Helicobacter pylori treatment in the era of increasing antibiotic resistance. | The Toronto Consensus for the Treatment of Helicobacter pylori Infection in Adults. | Helicobacter pylori eradication with a capsule containing bismuth subcitrate potassium, metronidazole, and tetracycline given with omeprazole versus clarithromycin-based triple therapy: a randomised, open-label, non-inferiority, phase 3 trial.",28071659,2017,1534,,ACG Clinical Guideline: Treatment of Helicobacter pylori Infection.,"Helicobacter pylori (H. pylori) infection is a common worldwide infection that is an important cause of peptic ulcer disease and gastric cancer. H. pylori may also have a role in uninvestigated and functional dyspepsia, ulcer risk in patients taking low-dose aspirin or starting therapy with a non-steroidal anti-inflammatory medication, unexplained iron deficiency anemia, and idiopathic thrombocytopenic purpura. While choosing a treatment regimen for H. pylori, patients should be asked about previous antibiotic exposure and this information should be incorporated into the decision-making process. For first-line treatment, clarithromycin triple therapy should be confined to patients with no previous history of macrolide exposure who reside in areas where clarithromycin resistance amongst H. pylori isolates is known to be low. Most patients will be better served by first-line treatment with bismuth quadruple therapy or concomitant therapy consisting of a PPI, clarithromycin, amoxicillin, and metronidazole. When first-line therapy fails, a salvage regimen should avoid antibiotics that were previously used. If a patient received a first-line treatment containing clarithromycin, bismuth quadruple therapy or levofloxacin salvage regimens are the preferred treatment options. If a patient received first-line bismuth quadruple therapy, clarithromycin or levofloxacin-containing salvage regimens are the preferred treatment options. Details regarding the drugs, doses and durations of the recommended and suggested first-line and salvage regimens can be found in the guideline."
baseline,39,84,bismuth · complexes · cbs,bismuth; complexes; bi; cbs; bismuthiii; drugs; compounds; activity; against; biiii,70.0,70,3270.0,46.714,2015.457,2015.5,2005,2025,5,29382822 | 16108720 | 33028965 | 34533144 | 16718324,Bismuth antimicrobial drugs serve as broad-spectrum metallo-β-lactamase inhibitors. | Identification of protein complexes by comparative analysis of yeast and bacterial protein interaction data. | Metallodrug ranitidine bismuth citrate suppresses SARS-CoV-2 replication and relieves virus-associated pneumonia in Syrian hamsters. | Medicinal chemistry and biomedical applications of bismuth-based compounds and nanoparticles. | Fabrication of bismuth subcarbonate nanotube arrays from bismuth citrate.,29382822,2018,237,,Bismuth antimicrobial drugs serve as broad-spectrum metallo-β-lactamase inhibitors.,"Drug-resistant superbugs pose a huge threat to human health. Infections by Enterobacteriaceae producing metallo-β-lactamases (MBLs), e.g., New Delhi metallo-β-lactamase (NDM-) are very difficult to treat. Development of effective MBL inhibitors to revive the efficacy of existing antibiotics is highly desirable. However, such inhibitors are not clinically available till now. Here we show that an anti-Helicobacter pylori drug, colloidal bismuth subcitrate (CBS), and related Bi(III) compounds irreversibly inhibit different types of MBLs via the mechanism, with one Bi(III) displacing two Zn(II) ions as revealed by X-ray crystallography, leading to the release of Zn(II) cofactors. CBS restores meropenem (MER) efficacy against MBL-positive bacteria in vitro, and in mice infection model, importantly, also slows down the development of higher-level resistance in NDM--positive bacteria. This study demonstrates a high potential of Bi(III) compounds as the first broad-spectrum B1 MBL inhibitors to treat MBL-positive bacterial infection in conjunction with existing carbapenems."
baseline,39,85,antibody · antibodies · igg,antibody; antibodies; igg; seropositivity; caga; titer; antigens; serum; cancer; iga,187.0,187,5159.0,27.588,2014.396,2015.0,2005,2025,5,24889903 | 17047193 | 17179990 | 19889070 | 21917738,Global burden of gastric cancer attributable to Helicobacter pylori. | Opposing risks of gastric cardia and noncardia gastric adenocarcinomas associated with Helicobacter pylori seropositivity. | Helicobacter pylori and oesophageal and gastric cancers in a prospective study in China. | Helicobacter pylori multiplex serology. | Helicobacter pylori infection assessed by ELISA and by immunoblot and noncardia gastric cancer risk in a prospective study: the Eurgast-EPIC project.,24889903,2014,916,,Global burden of gastric cancer attributable to Helicobacter pylori.,"We previously estimated that , cases of cancer in the year were attributable to the bacterium Helicobacter pylori (H. pylori), corresponding to % of the million total cancer cases that occurred worldwide. In recent years, evidence has accumulated that immunoblot (western blot) is more sensitive for detection of anti-H. pylori antibodies than ELISA, the detection method used in our previous analysis. The purpose of this short report is to update the attributable fraction (AF) estimate for H. pylori after briefly reviewing new evidence, and to reassess the global burden of cancer attributable to H. pylori. We therefore reviewed the literature for studies comparing the risk of developing non-cardia gastric cancer (NCGC) in cases and controls, using both ELISA and multiple antigen immunoblot for detection of H. pylori. The results from prospective studies were combined, and the new pooled estimates were applied to the calculation of the AF for H. pylori in NCGC, then to the burden of infection-related cancers worldwide. Using the immunoblot-based data, the worldwide AF for H. pylori in NCGC increased from % to %. This implies approximately , additional cases of NCGC attributable to H. pylori infection for a total of around , cases (% instead of % of all cancers). These updated estimates reinforce the role of H. pylori as a major cause of cancer."
baseline,39,86,resistance · mutations · rdxa,resistance; mutations; rdxa; isolates; strains; frxa; gyra; antibiotic; metronidazole; genes,147.0,147,3397.0,23.109,2018.537,2021.0,2005,2025,5,28704226 | 31528091 | 16882327 | 30621024 | 17303392,Antibiotic resistance in Helicobacter pylori. | Review of current diagnostic methods and advances in Helicobacter pylori diagnostics in the era of next generation sequencing. | Primary levofloxacin resistance and gyrA/B mutations among Helicobacter pylori in Japan. | Genetic Determinants and Prediction of Antibiotic Resistance Phenotypes in Helicobacter pylori. | Update on fluoroquinolone resistance in Helicobacter pylori: new mutations leading to resistance and first description of a gyrA polymorphism associated with hypersusceptibility.,28704226,2017,152,,Antibiotic resistance in Helicobacter pylori.,"PURPOSE OF REVIEW: Treatment of Helicobacter pylori is difficult nowadays because of its high resistance. The prevalence and mechanism of resistance, the different methods to detect it and the clinical implication of resistance were addressed in several research papers last year. RECENT FINDINGS: Clarithromycin-resistant H. pylori has been recognized by the WHO as 'high priority', for which new antibiotics are needed. Moreover, the Maastricht consensus recommended, in areas with high resistance, that susceptibility tests should be performed, at least after a treatment failure. SUMMARY: Metronidazole and clarithromycin resistance rates are alarming although they vary among populations. Tetracycline and amoxicillin-resistance are very low in most countries. H. pylori resistance can be detected by phenotypic or by molecular methods. Different break points may be used when performing an antimicrobial susceptibility test, so comparing resistance among different populations is challenging. Genomic techniques open new possibilities in the diagnosis of H. pylori, and the detection of H. pylori and its antimicrobial resistance in faeces is an interesting approach. Eradication rates are dependent on the susceptibility of the strain to metronidazole and clarithromycin, being lower in patients infected with a resistant strain."
baseline,39,87,hiv · hivinfected · hivpositive,hiv; hivinfected; hivpositive; cd4; hivnegative; antiretroviral; coinfection; immunodeficiency; haart; prevalence,71.0,71,1427.0,20.099,2014.592,2015.0,2005,2025,5,25593145 | 17624842 | 17005819 | 20146733 | 21078437,"Dietary selenium in adjuvant therapy of viral and bacterial infections. | Infant morbidity, mortality, and breast milk immunologic profiles among breast-feeding HIV-infected and HIV-uninfected women in Botswana. | Bile salt-stimulated lipase from human milk binds DC-SIGN and inhibits human immunodeficiency virus type 1 transfer to CD4+ T cells. | Upper gastrointestinal endoscopic findings in the era of highly active antiretroviral therapy. | Opportunistic disorders of the gastrointestinal tract in the age of highly active antiretroviral therapy.",25593145,2015,298,,Dietary selenium in adjuvant therapy of viral and bacterial infections.,"Viral and bacterial infections are often associated with deficiencies in macronutrients and micronutrients, including the essential trace element selenium. In selenium deficiency, benign strains of Coxsackie and influenza viruses can mutate to highly pathogenic strains. Dietary supplementation to provide adequate or supranutritional selenium supply has been proposed to confer health benefits for patients suffering from some viral diseases, most notably with respect to HIV and influenza A virus (IAV) infections. In addition, selenium-containing multimicronutrient supplements improved several clinical and lifestyle variables in patients coinfected with HIV and Mycobacterium tuberculosis. Selenium status may affect the function of cells of both adaptive and innate immunity. Supranutritional selenium promotes proliferation and favors differentiation of naive CD4-positive T lymphocytes toward T helper cells, thus supporting the acute cellular immune response, whereas excessive activation of the immune system and ensuing host tissue damage are counteracted through directing macrophages toward the M2 phenotype. This review provides an up-to-date overview on selenium in infectious diseases caused by viruses (e.g., HIV, IAV, hepatitis C virus, poliovirus, West Nile virus) and bacteria (e.g., M. tuberculosis, Helicobacter pylori). Data from epidemiologic studies and intervention trials, with selenium alone or in combination with other micronutrients, and animal experiments are discussed against the background of dietary selenium requirements to alter immune functions."
baseline,39,88,omvs · vesicles · outer,omvs; vesicles; outer; membrane; evs; cells; host; proteins; omv; omps,111.0,111,5555.0,50.045,2018.523,2020.0,2005,2025,5,27105595 | 19888989 | 31752394 | 24746552 | 21054648,Helicobacter pylori infection: An overview of bacterial virulence factors and pathogenesis. | Bacterial membrane vesicles deliver peptidoglycan to NOD1 in epithelial cells. | Helicobacter pylori Virulence Factors Exploiting Gastric Colonization and its Pathogenicity. | The immune receptor NOD1 and kinase RIP2 interact with bacterial peptidoglycan on early endosomes to promote autophagy and inflammatory signaling. | Pathogenesis of Helicobacter pylori infection.,27105595,2016,487,,Helicobacter pylori infection: An overview of bacterial virulence factors and pathogenesis.,"Helicobacter pylori pathogenesis and disease outcomes are mediated by a complex interplay between bacterial virulence factors, host, and environmental factors. After H. pylori enters the host stomach, four steps are critical for bacteria to establish successful colonization, persistent infection, and disease pathogenesis: () Survival in the acidic stomach; () movement toward epithelium cells by flagella-mediated motility; () attachment to host cells by adhesins/receptors interaction; () causing tissue damage by toxin release. Over the past years, the understanding of H. pylori pathogenesis has been improved by studies focusing on the host and bacterial factors through epidemiology researches and molecular mechanism investigations. These include studies identifying the roles of novel virulence factors and their association with different disease outcomes, especially the bacterial adhesins, cag pathogenicity island, and vacuolating cytotoxin. Recently, the development of large-scale screening methods, including proteomic, and transcriptomic tools, has been used to determine the complex gene regulatory networks in H. pylori. In addition, a more available complete genomic database of H. pylori strains isolated from patients with different gastrointestinal diseases worldwide is helpful to characterize this bacterium. This review highlights the key findings of H. pylori virulence factors reported over the past years."
baseline,39,89,screening · costeffectiveness · cost,screening; costeffectiveness; cost; costeffective; costs; strategy; qaly; cancer; incremental; per,112.0,112,2924.0,26.107,2017.92,2019.0,2005,2025,5,26651251 | 28053340 | 16765306 | 29778607 | 23566268,Screening of gastric cancer in Asia. | Population screening and treatment of Helicobacter pylori infection. | Endoscopic screening for gastric cancer. | Cost Effectiveness of Gastric Cancer Screening According to Race and Ethnicity. | Screening for gastric cancer and surveillance of premalignant lesions: a systematic review of cost-effectiveness studies.,26651251,2015,213,,Screening of gastric cancer in Asia.,"In North-Eastern Asian countries, where incidence and mortality of gastric cancer remain very high, population-based gastric cancer screenings have been conducted under governmental subsidy in Japan and Korea. Reduction of gastric cancer mortality by the screening was documented in Japan, but the Japanese gastric cancer screening with the X-ray photofluorography is criticized for its high cost and a low uptake rate. Although the Korean program seems to achieve a high-rate of uptake with increasing use of endoscopy, the work load is substantial. In the meantime, more attention in the world turns to primary prevention through eradication of Helicobacter pylori. Indeed, fairly large-scale studies to examine the feasibility of mass-eradication to prevent gastric cancer are underway in China and Taiwan. In the future, gastric cancer screening should incorporate 'screen to treat' of H. pylori infection at younger age followed by endoscopic surveillance for subjects at risk."
baseline,39,90,lncrnas · lncrna · noncoding,lncrnas; lncrna; noncoding; gc; rnas; rna; long; expression; mrnas; cancer,72.0,72,1868.0,25.944,2020.389,2021.0,2009,2025,5,25024085 | 32538894 | 32860283 | 25561974 | 27835575,Differential RNA-seq: the approach behind and the biological insight gained. | H. pylori infection alters repair of DNA double-strand breaks via SNHG17. | A ceRNA network and a potential regulatory axis in gastric cancer with different degrees of immune cell infiltration. | Colon Cancer Associated Transcript-1 (CCAT1) Expression in Adenocarcinoma of the Stomach. | Helicobacter pylori infection related long noncoding RNA (lncRNA) AF147447 inhibits gastric cancer proliferation and invasion by targeting MUC2 and up-regulating miR-34c.,25024085,2014,208,,Differential RNA-seq: the approach behind and the biological insight gained.,"RNA-sequencing has revolutionized the quantitative and qualitative analysis of transcriptomes in both prokaryotes and eukaryotes. It provides a generic approach for gene expression profiling, annotation of transcript boundaries and operons, as well as identifying novel transcripts including small noncoding RNA molecules and antisense RNAs. We recently developed a differential RNA-seq (dRNA-seq) method which in addition to the above, yields information as to whether a given RNA is a primary or processed transcript. Originally applied to describe the primary transcriptome of the gastric pathogen Helicobacter pylori, dRNA-seq has since provided global maps of transcriptional start sites in diverse species, informed new biology in the CRISPR-Cas9 system, advanced to a tool for comparative transcriptomics, and inspired simultaneous RNA-seq of pathogen and host."
baseline,39,91,rut · test · rapid,rut; test; rapid; urease; tests; histology; sensitivity; culture; diagnostic; positive,145.0,145,2375.0,16.379,2014.903,2015.0,2005,2025,5,26523098 | 30414090 | 21923684 | 29951318 | 30734129,"Diagnosis of Helicobacter pylori infection: Current options and developments. | Diagnostic methods for Helicobacter pylori infection: ideals, options, and limitations. | Helicobacter pylori-negative gastric cancer in South Korea: incidence and clinicopathologic characteristics. | Diagnosis of Helicobacter pylori Using Invasive and Noninvasive Approaches. | Helicobacter pylori infection in children: an overview of diagnostic methods.",26523098,2015,392,,Diagnosis of Helicobacter pylori infection: Current options and developments.,"Accurate diagnosis of Helicobacter pylori (H. pylori) infection is a crucial part in the effective management of many gastroduodenal diseases. Several invasive and non-invasive diagnostic tests are available for the detection of H. pylori and each test has its usefulness and limitations in different clinical situations. Although none can be considered as a single gold standard in clinical practice, several techniques have been developed to give the more reliable results. Invasive tests are performed via endoscopic biopsy specimens and these tests include histology, culture, rapid urease test as well as molecular methods. Developments of endoscopic equipment also contribute to the real-time diagnosis of H. pylori during endoscopy. Urea breathing test and stool antigen test are most widely used non-invasive tests, whereas serology is useful in screening and epidemiological studies. Molecular methods have been used in variable specimens other than gastric mucosa. More than detection of H. pylori infection, several tests are introduced into the evaluation of virulence factors and antibiotic sensitivity of H. pylori, as well as screening precancerous lesions and gastric cancer. The aim of this article is to review the current options and novel developments of diagnostic tests and their applications in different clinical conditions or for specific purposes."
baseline,39,92,sequential · therapy · children,sequential; therapy; children; triple; eradication; omeprazole; treatment; day; amoxicillin; clarithromycin,71.0,71,1317.0,18.549,2014.732,2014.0,2005,2025,5,16285942 | 32657507 | 21701406 | 28303625 | 17305754,Improved efficacy of 10-Day sequential treatment for Helicobacter pylori eradication in children: a randomized trial. | The updated JSPGHAN guidelines for the management of Helicobacter pylori infection in childhood. | Sequential therapy versus tailored triple therapies for Helicobacter pylori infection in children. | Eradication rate of Helicobacter Pylori infection is directly influenced by adherence to therapy in children. | Meta-analysis: Helicobacter pylori eradication treatment efficacy in children.,16285942,2005,150,,Improved efficacy of 10-Day sequential treatment for Helicobacter pylori eradication in children: a randomized trial.,"BACKGROUND & AIMS: The currently recommended first-line eradication treatment of Helicobacter pylori in children is usually successful in about %. Recently, in adults, a novel -day sequential treatment has achieved an eradication rate of %. The aim of the study was to assess the H pylori eradication rate of the sequential treatment regimen compared with conventional triple therapy in children. METHODS: Seventy-eight consecutive children with H pylori infection were randomized to receive either sequential treatment (omeprazole plus amoxicillin for days, followed by omeprazole plus clarithromycin plus tinidazole for another days) (n = ; boys [%]; median age, years [range, - years]) or triple therapy (omeprazole, amoxicillin, and metronidazole) for week (n = ; boys [%]; median age, years [range, - years]). H pylori infection was based on out of positive tests results: 13C-urea breath test, rapid urease test, and histologic analysis. Eradication was assessed by 13C-urea breath test weeks after therapy. RESULTS: Seventy-four patients completed the study. H pylori eradication was achieved in children receiving sequential treatment (%; % confidence interval, -) and children receiving triple therapy (%; % confidence interval, -) (P < .). Compliance with therapy was good (>%) in all. CONCLUSIONS: Our study shows, for the first time in children, that -day sequential treatment achieves a higher eradication rate than standard triple therapy, which is consistent with the results of adult studies."
baseline,39,93,liver · hepatitis · hcc,liver; hepatitis; hcc; hepatocellular; hepaticus; cirrhosis; hepatic; chronic; carcinoma; hcv,113.0,113,2316.0,20.496,2014.283,2013.0,2005,2025,5,15710989 | 23894567 | 21311794 | 18975076 | 26328025,"Association of Helicobacter species with hepatitis C cirrhosis with or without hepatocellular carcinoma. | Medical risk factors associated with cholangiocarcinoma in Taiwan: a population-based case-control study. | Infection with the carcinogenic human liver fluke, Opisthorchis viverrini. | Detection of Helicobacter pylori in paraffin-embedded specimens from patients with chronic liver diseases, using the amplification method. | From the stomach to other organs: Helicobacter pylori and the liver.",15710989,2005,171,,Association of Helicobacter species with hepatitis C cirrhosis with or without hepatocellular carcinoma.,"BACKGROUND AND AIMS: Recent studies have suggested that bacterial coinfection with Helicobacter species in patients already infected with hepatitis C virus (HCV) could be involved in the development of cirrhosis and hepatocellular carcinoma (HCC). A retrospective cross sectional study was performed in order to explore the association between Helicobacter species and HCV associated liver diseases. METHODS: The presence of Helicobacter species was tested by polymerase chain reaction on liver samples from four groups of patients. RESULTS: Helicobacter 16S rDNA was found in only % of liver samples from control patients (n=) and in % of liver samples from patients with non-cirrhotic chronic hepatitis C (n=) while it was found in % of liver samples from patients with HCV positive cirrhosis without HCC (n=) as well as in % of cirrhotic liver samples from patients with HCV positive cirrhosis and HCC (n=). In addition, when the HCC tumour tissue was tested (n=), % of samples were positive. DNA from Helicobacter pylori- and Helicobacter pullorum-like organisms was found. CONCLUSIONS: There is an association between the presence of Helicobacter species DNA in the liver and hepatitis C cirrhosis, with or without HCC. Indeed, the presence of these bacteria could be the result of structural changes in the liver. Alternatively, Helicobacter species could be a co-risk factor in HCV chronic liver diseases. This result warrants prospective studies to determine the possible causal role of these bacteria in the progression of chronic hepatitis C."
baseline,39,94,prediction · proteinprotein · machine,prediction; proteinprotein; machine; ppis; interactions; learning; proposed; feature; method; classifier,90.0,90,3804.0,42.267,2018.111,2018.5,2005,2025,5,23815620 | 25908206 | 32768046 | 25946106 | 16481334,Prediction of protein-protein interactions from amino acid sequences with ensemble extreme learning machines and principal component analysis. | iPPI-Esml: An ensemble classifier for identifying the interactions of proteins by incorporating their physicochemical properties and wavelet transforms into PseAAC. | Improving protein-protein interactions prediction accuracy using XGBoost feature selection and stacked ensemble classifier. | Predicting protein-protein interactions from primary protein sequences using a novel multi-scale local feature representation scheme and the random forest. | An ensemble of K-local hyperplanes for predicting protein-protein interactions.,23815620,2013,305,,Prediction of protein-protein interactions from amino acid sequences with ensemble extreme learning machines and principal component analysis.,"BACKGROUND: Protein-protein interactions (PPIs) play crucial roles in the execution of various cellular processes and form the basis of biological mechanisms. Although large amount of PPIs data for different species has been generated by high-throughput experimental techniques, current PPI pairs obtained with experimental methods cover only a fraction of the complete PPI networks, and further, the experimental methods for identifying PPIs are both time-consuming and expensive. Hence, it is urgent and challenging to develop automated computational methods to efficiently and accurately predict PPIs. RESULTS: We present here a novel hierarchical PCA-EELM (principal component analysis-ensemble extreme learning machine) model to predict protein-protein interactions only using the information of protein sequences. In the proposed method, protein pairs retrieved from the DIP database were encoded into feature vectors by using four kinds of protein sequences information. Focusing on dimension reduction, an effective feature extraction method PCA was then employed to construct the most discriminative new feature set. Finally, multiple extreme learning machines were trained and then aggregated into a consensus classifier by majority voting. The ensembling of extreme learning machine removes the dependence of results on initial random weights and improves the prediction performance. CONCLUSIONS: When performed on the PPI data of Saccharomyces cerevisiae, the proposed method achieved % prediction accuracy with % sensitivity at the precision of %. Extensive experiments are performed to compare our method with state-of-the-art techniques Support Vector Machine (SVM). Experimental results demonstrate that proposed PCA-EELM outperforms the SVM method by -fold cross-validation. Besides, PCA-EELM performs faster than PCA-SVM based method. Consequently, the proposed approach can be considered as a new promising and powerful tools for predicting PPI with excellent performance and less time."
baseline,39,95,lung · copd · pulmonary,lung; copd; pulmonary; respiratory; ipf; bronchitis; obstructive; chronic; bronchiectasis; disease,68.0,68,1335.0,19.632,2014.118,2014.0,2005,2025,5,16162712 | 16759841 | 23568955 | 15637756 | 18754923,Mild and moderate-to-severe COPD in nonsmokers: distinct demographic profiles. | Helicobacter pylori infection as a possible risk factor for respiratory system disease: a review of the literature. | Helicobacter pylori infection and lung cancer: a review of an emerging hypothesis. | Reliability of urinary tests for antibody to Helicobacter pylori in patients with pulmonary tuberculosis. | Gastrointestinal and nutritional problems in severe developmental disability.,16162712,2005,158,,Mild and moderate-to-severe COPD in nonsmokers: distinct demographic profiles.,"STUDY OBJECTIVE: To investigate the risk of COPD among nonsmokers. DESIGN: Case-control study, logistic regression analysis. SETTING: Third National Health and Nutrition Examination Survey, from to . PARTICIPANTS: Community residents to years of age, of white, black, or Mexican-American ethnicity. Nonsmokers included never-smokers and former smokers with a < pack-year smoking history who had never smoked cigars or pipes. MEASUREMENTS: COPD (FEV1/FVC < %) was classified as mild (FEV1 > or = % predicted) or moderate to severe (FEV1 to % predicted). RESULTS: Among , examinees, +/- % were female, mean age was +/- years, +/- % were nonsmokers, +/- % had mild COPD, and +/- % had moderate-to-severe COPD [+/- SE]. One fourth of mild and moderate-to-severe cases were nonsmokers. Among , nonsmokers, +/- % had mild COPD (n = ; age, +/- years) and were mostly female (%), while +/- % had moderate-to-severe COPD (n = , age +/- ) and were mostly male (%). Few nonsmokers with COPD ( +/- %) had a previous diagnosis of chronic bronchitis or emphysema. Among nonsmokers, physician-diagnosed asthma increased the risk of mild and especially of moderate-to-severe COPD. Independently of asthma, risk of mild COPD in nonsmokers increased with age (doubling every years), before age was lower among men than women, and was inversely associated with current exposure to tobacco smoke at home and at work. In contrast, the risk of moderate-to-severe COPD in nonsmokers was markedly associated with male gender, peaked in middle age, and was inversely associated with nonwhite ethnicity. COPD risks did not vary by minimal smoking history, longest-held occupation, urban residence, income, allergies, thyroid disease, or Helicobacter pylori antibody. CONCLUSIONS: Among nonsmokers, mild and moderate-to-severe COPD are associated with asthma but otherwise have distinct demographic profiles, suggesting that moderate-to-severe disease is not a mere progression of mild COPD."
baseline,39,96,peptides · peptide · antimicrobial,peptides; peptide; antimicrobial; against; activity; hpa3; membrane; antibacterial; the; that,92.0,92,2798.0,30.413,2015.707,2017.0,2005,2025,5,17067919 | 29133389 | 17133082 | 17961502 | 30440101,"Helicobacter pylori and antimicrobial resistance: molecular mechanisms and clinical implications. | Selective killing of Helicobacter pylori with pH-responsive helix-coil conformation transitionable antimicrobial polypeptides. | Defensins and cathelicidins in gastrointestinal infections. | Amphipathic alpha-helical peptide, HP (2-20), and its analogues derived from Helicobacter pylori: pore formation mechanism in various lipid compositions. | Review of antimicrobial peptides with anti-Helicobacter pylori activity.",17067919,2006,325,,Helicobacter pylori and antimicrobial resistance: molecular mechanisms and clinical implications.,"Helicobacter pylori is an important human pathogen that colonises the stomach of about half of the world's population. The bacterium has now been accepted as the causative agent of several gastroduodenal disorders, ranging from chronic active gastritis and peptic ulcer disease to gastric cancer. The recognition of H pylori as a gastric pathogen has had a substantial effect on gastroenterological practice, since many untreatable gastroduodenal disorders with uncertain cause became curable infectious diseases. Treatment of H pylori infection results in ulcer healing and can reduce the risk of gastric cancer development. Although H pylori is susceptible to many antibiotics in vitro, only a few antibiotics can be used in vivo to cure the infection. The frequent indication for anti-H pylori therapy, together with the limited choice of antibiotics, has resulted in the development of antibiotic resistance in H pylori, which substantially impairs the treatment of H pylori-associated disorders. Antimicrobial resistance in H pylori is widespread, and although the prevalence of antimicrobial resistance shows regional variation per antibiotic, it can be as high as %. We focus on the treatment of H pylori infection and on the clinical relevance, mechanisms, and diagnosis of antimicrobial resistance."
baseline,39,97,mmp · matrix · timp,mmp; matrix; timp; mmps; expression; metalloproteinases; metalloproteinase; gastric; mt; mmp9,81.0,81,2761.0,34.086,2012.84,2010.0,2005,2025,5,16178851 | 24782611 | 20584780 | 16940985 | 16990273,"The paradox of matrix metalloproteinases in infectious disease. | Inflammation-related factors predicting prognosis of gastric cancer. | Helicobacter pylori potentiates epithelial:mesenchymal transition in gastric cancer: links to soluble HB-EGF, gastrin and matrix metalloproteinase-7. | Clinical impact of MMP and TIMP gene polymorphisms in gastric cancer. | Helicobacter pylori induces gastric epithelial cell invasion in a c-Met and type IV secretion system-dependent manner.",16178851,2005,327,,The paradox of matrix metalloproteinases in infectious disease.,"Matrix metalloproteinases (MMPs) are a family of proteolytic enzymes that perform multiple roles in the normal immune response to infection. MMPs facilitate leucocyte recruitment, cytokine and chemokine processing, defensin activation and matrix remodelling. However, excess MMP activity following infection may lead to immunopathology that causes host morbidity or mortality and favours pathogen dissemination or persistence. Here, we review the normal functions of MMPs in immunity and then discuss viral and bacterial infections where excess MMP activity has been implicated in pathology, specifically examining HIV, HTLV-, hepatitis B, endotoxin shock, Helicobacter pylori and Mycobacterium tuberculosis. Tissue destruction may be exacerbated further by bacterial-derived enzymes which activate the host pro-MMPs. Finally, the potential for therapeutic targeting of excess MMP activity in infection is considered."
baseline,39,98,pancreatic · pancreatitis · cancer,pancreatic; pancreatitis; cancer; risk; pc; association; studies; or; seropositivity; ci,82.0,82,5783.0,70.524,2014.951,2014.0,2005,2025,5,30834048 | 25502106 | 19940298 | 21088417 | 16202223,"Epidemiology of Pancreatic Cancer: Global Trends, Etiology and Risk Factors. | Risk factors for pancreatic cancer: a summary review of meta-analytical studies. | Identification of a novel antibody associated with autoimmune pancreatitis. | Epidemiology of pancreatic cancer: an update. | Helicobacter pylori and autoimmune pancreatitis: role of carbonic anhydrase via molecular mimicry?",30834048,2019,2161,,"Epidemiology of Pancreatic Cancer: Global Trends, Etiology and Risk Factors.","Pancreatic cancer is the seventh leading cause of cancer-related deaths worldwide. However, its toll is higher in more developed countries. Reasons for vast differences in mortality rates of pancreatic cancer are not completely clear yet, but it may be due to lack of appropriate diagnosis, treatment and cataloging of cancer cases. Because patients seldom exhibit symptoms until an advanced stage of the disease, pancreatic cancer remains one of the most lethal malignant neoplasms that caused , new deaths in (GLOBOCAN estimates). Globally, , new cases of pancreatic cancer have been reported in , and , new cases are estimated to occur until . Despite advancements in the detection and management of pancreatic cancer, the -year survival rate still stands at % only. To date, the causes of pancreatic carcinoma are still insufficiently known, although certain risk factors have been identified, such as tobacco smoking, diabetes mellitus, obesity, dietary factors, alcohol abuse, age, ethnicity, family history and genetic factors, Helicobacter pylori infection, non-O blood group and chronic pancreatitis. In general population, screening of large groups is not considered useful to detect the disease at its early stage, although newer techniques and the screening of tightly targeted groups (especially of those with family history), are being evaluated. Primary prevention is considered of utmost importance. Up-to-date statistics on pancreatic cancer occurrence and outcome along with a better understanding of the etiology and identifying the causative risk factors are essential for the primary prevention of this disease."
